念	思
波涛	波澜
影踪	踪迹
应承	允诺
波纹	泛动
波纹	涟漪
波折	坎坷
波折	禁止
波折	妨碍
波折	曲折
波折	挫折
剥夺	褫夺
应承	应允
剥削	盘剥
播送	广播
伯仲	昆季
应承	承诺
应承	甘愿答应
驳斥	反驳
驳斥	绝交
驳斥	批驳
驳倒	驳斥
驳倒	辩驳
驳诘	诘难
驳诘	非难
驳杂	搀杂
泊岸	靠岸
泊岸	停泊
泊车	停车
应酬	交际
应酬	应付
应酬	酬酢
应答	应对
应当	理当
博爱	泛爱
博大	广大
博大	广博
博得	赢得
应当	理应
应当	该当
应付	敷衍
应付	草率
博识	广博
博识	深广
应付	对于
应该	应当
应该	该当
应该	理当
搏斗	格斗
搏击	搏斗
搏击	奋斗
搏命	死拼
搏命	拼命
簸弄	侮弄
补偿	补救
补偿	积累
补充	填补
补充	储积
补充	增补
补充	弥补
补丁	补钉
补钉	补丁
补救	弥补
补救	调停
补葺	修理
补葺	修茸
补贴	补助
补贴	津贴
补助	扶助
补助	襄理
补助	援救
补缀	缝补
应急	救急
应接	招待
捕获	捕捉
捕快	探员
捕快	侦探
捕鱼	打鱼
捕捉	逮捕
捕捉	拘捕
哺养	哺育
哺育	教授
哺育	哺养
不安	忧郁
不安	担心
应考	应试
应命	报命
应声	反映
应声	反响
应时	当令
应时	合时
应试	应考
应许	应允
应许	订交
不必	没必要
不必	不用
不变	稳定
不变	稳固
不便	未便
不才	鄙人
不睬	不理
不测	意外
不测	无意
不曾	未始
不曾	未曾
不常	偶尔
不畅	不顺畅
不成	不可
应许	答应
应许	核准
应许	承诺
应用	运用
应用	操纵
应用	利用
应允	承诺
应允	应许
应知	须知
映射	映照
映现	展示
映现	涌现
映照	照射
硬汉	强人
不单	不只
不单	不但
不但	不仅
硬汉	勇士
硬汉	铁汉
不当	不妥
硬化	强硬
硬朗	结实
硬朗	健壮
不第	落选
不迭	不及
不定	约略
不定	未必
不定	大概
不懂	陌生
佣钿	回佣
佣钿	佣钱
不端	怪异
不端	独特
不断	持续
不断	连接
不断	继续
不断	衔接
佣钿	佣金
不对	纰谬
不对	虚假
不对	错的
不对	差错
佣金	回佣
佣金	佣钱
佣钱	回佣
佣人	仆人
不法	非法
不凡	非凡
不凡	出众
不妨	或者
不妨	无妨
拥戴	尊崇
拥戴	拥护
拥戴	羡慕
不敷	不足
不敷	不够
拥戴	敬服
拥戴	爱戴
不服	不平
不服	抗拒
拥堵	拥挤
拥护	称赞
拥护	拥戴
拥护	赞同
拥挤	拥堵
拥塞	淤塞
拥塞	堵塞
拥有	具有
庸才	白痴
不够	不足
庸人	凡夫
庸手	拙笔
庸俗	卑俗
不光	不只
不过	然而
不过	可是
庸俗	卑鄙
雍塞	阻塞
不行	不成
不行	不可
不好	欠好
不合	不对
不合	不同
雍塞	梗塞
不和	交恶
不和	吵架
壅闭	雍塞
不及	不迭
不吉	祸兆
不吉	凶险
壅闭	梗塞
壅塞	阻塞
臃肿	肥胖
不佳	欠安
臃肿	痴肥
永别	永诀
永别	分别
永存	存在
永恒	永久
永恒	长久
不竭	不息
不竭	不断
不解	迷惑
不解	狐疑
不仅	不只
不仅	不但
永恒	永远
永劫	万古
永久	万世
永久	永世
不禁	不由
永久	长久
永久	悠久
永诀	分别
永生	长生
永世	许久
永世	长久
永世	永久
不决	未定
不绝	无间
不绝	一直
永逝	诀别
不堪	不胜
永夜	长夜
永远	悠久
永远	恒久
不苛	认真
不苛	随便
不可	不行
永远	长久
永远	永久
勇敢	英勇
勇敢	果敢
勇敢	大胆
勇敢	惧怕
勇敢	斗胆
勇敢	勇猛
勇悍	剽悍
不快	烦懑
不快	烦恼
不快	伤痛
勇将	虎将
勇猛	勇敢
勇猛	大胆
勇猛	英勇
勇士	好汉
不理	不睬
不利	晦气
不利	倒霉
不料	不虞
不料	不意
不吝	不惜
勇于	敢于
涌现	展示
涌现	显现
涌现	出现
涌现	浮现
踊跃	积极
用场	用处
用场	用途
用处	用途
不乱	稳定
用度	费用
不论	岂论
不论	不管
不论	无论
用饭	吃饭
用工	用功
用功	劳累
用功	用工
不满	生气
不毛	贫瘠
用功	努力
不免	难免
不免	未免
用劲	使劲
用具	对象
用具	工具
用具	东西
用力	使劲
用命	遵守
不能	不行
用命	听命
不偶	数奇
用钱	花钱
不平	不屈
用钱	费钱
用膳	吃饭
不屈	招架
不屈	抵抗
不屈	不服
不屈	抗拒
用途	用处
用武	蛮横
用心	有意
不确	虚浮
不确	谬误
不然	否则
用心	专注
不日	克日
不容	谢绝
不容	阻挡
不容	推绝
用心	经心
用意	意图
用意	影响
用意	有意
用意	居心
用意	蓄意
不少	很多
不慎	失慎
优待	厚待
优待	款待
优等	上等
不胜	不堪
优等	甲第
优等	头等
优点	低贱
优点	长处
不时	经常
不时	不断
优点	益处
优厚	丰厚
优良	良好
优良	优秀
优良	崇高
优劣	好坏
优劣	是非
不实	虚假
不实	粗略
优伶	伶人
优伶	演员
优美	幽美
不停	不竭
不停	不绝
不停	一直
不通	欠亨
不同	分别
不同	互异
优美	出色
优美	富丽
不妥	不当
不妥	失当
不外	不过
优容	宽宏
优柔	柔软
优柔	柔嫩
不唯	不惟
不惟	不唯
优胜	优越
优胜	优秀
优势	上风
优秀	特出
不息	不停
不息	不断
不惜	鄙弃
不惜	耗损
优秀	优厚
优秀	特等
优秀	优异
优雅	温存
不详	省略
不详	节减
不详	概略
优雅	优美
不消	不用
优异	优秀
不幸	悲惨
不幸	祸害
不休	一贯
不休	不断
优异	卓绝
优异	崇高
不许	不准
优异	优良
优异	优越
优游	闲逸
优游	清闲
优遇	宠遇
优遇	优待
优裕	窘蹙
不一	纷歧
优裕	充足
优越	优良
优越	先进
优越	出色
优越	优秀
优质	优良
忧愁	发愁
忧愁	苦闷
忧愁	忧伤
忧愁	忧闷
不异	相同
不易	不容易
忧愁	痛苦
不意	不虞
不意	意外
不意	不料
不用	毋庸
不用	不必
不由	不禁
忧患	忧虑
不虞	不料
忧惧	惶恐
忧虑	忧愁
忧虑	忧郁
忧虑	郁闷
不悦	不满
忧闷	忧伤
忧闷	忧虑
忧伤	哀伤
忧郁	难熬
忧郁	忧伤
不振	颓废
不振	委靡
不只	不止
忧郁	郁闷
忧郁	忧愁
忧郁	忧虑
幽暗	昏黑
幽暗	阴暗
幽暗	暗淡
幽暗	惨淡
幽芳	芬芳
幽谷	深谷
幽魂	阴魂
不止	不只
幽魂	鬼魂
幽禁	软禁
不准	禁绝
不准	制止
幽静	清幽
不足	不及
不足	不够
幽静	幽寂
幽静	静静
幽居	隐居
幽居	遁世
幽灵	阴魂
布道	传教
布防	设防
布告	公布
布告	发表
布告	公告
幽灵	幽魂
布景	配景
布景	背景
布局	组织
布局	构造
布列	陈列
布满	充满
布匹	布疋
布施	赈济
布施	救济
布施	施济
布疋	布匹
布衣	平民
幽灵	鬼魂
幽美	优美
幽冥	阴司
布阵	排阵
布置	规划
步兵	步卒
幽冥	地府
幽默	诙谐
步地	事势
步地	局面
步队	队伍
步队	行列
步伐	步调
步伐	步骤
步行	走路
步行	步辇儿
步履	举动
步履	举止
幽默	滑稽
幽默	风趣
幽清	清幽
幽囚	扣留
幽囚	截留
步调	步伐
步武	因袭
步武	模仿
步骤	程序
步骤	举措
步卒	步兵
部队	队伍
部分	局部
部分	部份
部分	局限
部份	部分
部门	局限
部门	部分
部属	属下
部属	部下
部属	下属
部属	治下
部署	布置
部下	部属
簿本	本子
簿本	簿子
簿子	本子
擦过	掠过
幽深	幽邃
幽邃	幽深
幽微	微弱
幽闲	清闲
幽闲	余暇
幽闲	悠闲
幽香	清香
猜测	探求
猜测	猜想
猜度	揣度
猜度	揣摸
猜度	估计
猜度	猜想
猜忌	猜疑
猜忌	疑惑
猜忌	疑忌
猜拳	豁拳
猜想	揣测
猜想	估计
猜想	料想
猜疑	疑惑
猜疑	疑忌
猜疑	可疑
猜臆	猜想
猜中	料中
悠久	长久
才干	手段
才干	才华
才干	能力
才干	才略
才干	熟练
悠久	悠远
悠久	悠长
悠闲	恬逸
才华	才气
才华	才能
悠闲	默默
悠闲	清闲
才具	本领
才具	才智
才力	才具
才力	本领
才力	才略
才略	本领
才略	才具
才略	才智
才能	才干
才能	技能
才气	才能
悠闲	平宁
才情	才思
才人	秀士
悠闲	逍遥
悠扬	荡漾
才思	才情
才调	才气
才智	材干
才智	智力
才智	才干
才智	本领
才子	佳人
材干	才气
材干	才调
材干	本领
材干	智力
材料	资料
财宝	玉帛
财帛	钱财
财产	财富
财富	资产
财富	产业
财富	财产
财贿	财货
财货	财贿
财路	财源
悠扬	婉转
财气	财运
财务	财政
财源	财路
财运	财气
财政	财务
财主	富翁
裁撤	勾销
裁撤	撤销
裁撤	取消
裁夺	决定
裁夺	决断
裁缝	成衣
裁减	镌汰
裁减	淘汰
裁减	减少
裁决	判决
悠扬	飘浮
裁人	裁员
裁汰	减少
裁汰	收缩
裁汰	舍弃
裁员	裁人
采办	购买
采购	购买
采购	采办
采集	搜集
采集	收集
采纳	接纳
采纳	接收
采纳	采用
采取	领受
采取	拣选
采取	采纳
采取	采用
采取	选用
采撷	采集
采选	抉择
采选	拣选
采用	采取
采用	沿用
彩超	彩色B超
悠远	修长
跴缉	踩缉
踩缉	缉捕
踩缉	缉拿
踩踏	践踏
菜子	菜籽
菜籽	菜子
参拜	拜见
参半	各半
参差	凌乱
参差	杂乱
悠远	长远
参观	景仰
参观	观察
参加	加入
参加	参与
参加	投身
参见	参拜
参见	拜见
参军	入伍
参军	从军
参谋	顾问
参谋	咨询
参议	商讨
参与	参预
参与	介入
参预	参与
参预	插手
参预	加入
参预	入席
悠远	久远
悠长	很久
悠长	悠久
悠长	长远
尤其	特别
尤其	特为
尤为	尤其
尤物	美人
由来	泉源
残暴	残酷
残暴	残忍
残暴	严酷
残暴	粗犷
由来	来由
由来	原故
残存	残余
残存	糟粕
残存	残剩
残害	摧残
残害	伤害
由于	因为
残酷	残暴
残酷	惨苦
残落	凋零
残虐	恣虐
残虐	摧残
残虐	苛待
残破	残缺
残缺	残破
残忍	冷酷
残忍	残酷
残忍	残暴
残忍	狠毒
残杀	格斗
残杀	纷争
由衷	真心
由衷	衷心
由衷	至心
残剩	残余
残剩	赢余
残余	盈余
残余	剩余
残障	缺陷
惭愧	羞愧
惭愧	内疚
惭愧	羞惭
犹如	仿佛
惨恻	凄怆
惨恻	凄惨
惨怆	惨恻
惨淡	惨然
惨淡	暗澹
惨淡	暗淡
犹如	有如
惨澹	惨淡
惨剧	惨事
惨剧	悲剧
犹如	似乎
犹疑	迟疑
犹疑	摇荡
惨苦	残酷
惨酷	严格
惨酷	冷酷
惨酷	凶残
惨酷	暴戾
惨酷	残酷
惨然	黯淡
惨然	暗澹
惨然	惨淡
惨事	惨剧
惨痛	惨恻
惨痛	凄惨
惨痛	惨重
犹豫	踌躇
犹豫	迟疑
惨重	惨痛
惨重	沉重
惨重	紧张
灿烂	绚烂
灿艳	美艳
灿艳	璀璨
粲焕	光耀
粲焕	璀璨
粲焕	灿烂
粲焕	烂漫
仓促	仓猝
仓促	匆促
仓促	急遽
仓猝	紧张
仓猝	匆促
仓猝	匆匆
仓皇	仓促
仓皇	吃紧
仓皇	告急
犹豫	彷徨
油滑	狡猾
仓遑	仓惶
仓惶	仓遑
仓库	堆栈
仓卒	仓猝
仓卒	急遽
仓卒	急急
油滑	听话
苍翠	葱茏
苍老	衰老
苍凉	凄怆
苍凉	凄凉
苍茫	渺茫
苍茫	苍莽
苍莽	苍茫
苍穹	天穹
苍生	百姓
苍天	青天
苍头	厮役
沧海	桑田
油滑	奸滑
油滑	奸狡
油腻	浓重
游伴	玩伴
藏匿	躲藏
藏匿	潜伏
藏匿	埋伏
藏身	安身
藏身	存身
游荡	浪荡
游记	纪行
游客	乘客
游览	参观
藏隐	隐匿
操办	筹办
操持	筹办
操持	办理
操持	处理
操行	品行
操行	品德
操劳	操持
操练	操演
操练	实习
操练	演练
操心	惦念
操心	担心
操心	劳神
操心	缅怀
操演	练习
操演	演习
操纵	支配
操纵	专揽
操纵	安排
操纵	把握
操纵	把持
操纵	利用
操作	职掌
操作	操纵
嘈吵	嘈杂
嘈吵	鼓噪
嘈杂	喧闹
嘈杂	喧嚷
游览	视察
草创	始创
草创	初创
草稿	底稿
游览	旅游
草率	粗率
草率	粗犷
草率	随便
草率	粗鲁
游历	观光
草莽	草野
草帽	凉帽
游历	参观
游水	拍浮
草拟	起草
草屋	平房
草鞋	芒鞋
草野	草泽
游水	泅水
草泽	草野
草纸	厕纸
册本	书本
册本	竹帛
册封	封爵
册页	书页
厕所	茅厕
厕纸	草纸
侧目	刮目
侧重	偏重
侧重	注意
测度	猜想
测度	臆想
测度	臆度
测量	丈量
测试	尝试
测验	实践
测验	尝试
测字	拆字
恻然	欣然
恻然	怅然
恻隐	怜悯
游玩	游戏
策动	发动
策动	策划
策动	鼓动
策动	促进
策动	筹划
策动	动员
策划	筹划
策划	筹备
策画	安排
策画	谋略
策画	斟酌
策略	战略
策略	计谋
策应	接应
岑寂	平宁
岑寂	清静
岑寂	萧条
岑岭	高峰
游玩	玩耍
游玩	嬉戏
层次	条理
层次	档次
游戏	嬉戏
游戏	玩耍
游移	迟疑
游移	摇动
游移	旁观
游移	夷由
游泳	拍浮
曾经	已经
曾经	曾
曾经	一经
插手	插足
插手	干涉
插手	过问
插足	插手
插足	参与
插足	加入
插足	列入
茶房	跑堂
茶馆	茶室
茶馆	茶社
游泳	泅水
茶楼	茶馆
茶楼	茶肆
茶青	墨绿
茶室	茶馆
茶肆	茶馆
查办	根究
查办	探求
查办	核办
查办	查究
查察	稽察
查察	查看
查抄	检查
查对	核对
查对	校对
查访	察访
查核	考查
查核	稽核
查究	追究
查究	探求
查究	探索
查究	考究
查看	察看
查考	考察
查询	盘诘
查询	查问
查询	盘问
查验	检查
查验	查抄
查找	搜索
察访	查访
察觉	发觉
察看	观察
察看	参观
察看	审查
察看	检查
游泳	游水
奼女	仙女
奼女	少女
游勇	浪人
友爱	情谊
友爱	交谊
岔道	岔路
岔路	岔道
岔路	歧路
侘傺	落魄
侘傺	坎坷
刹那	转瞬
刹那	短促
刹那	霎时
刹时	瞬时
诧异	惊讶
差别	分离
差别	差异
差别	分辨
差池	纰谬
差池	缺点
差池	舛错
差池	差迟
差迟	差池
差错	过失
差错	缺点
差劲	低劣
差距	分歧
差距	差异
差遣	支使
差遣	派遣
差异	分离
差异	分别
差异	分裂
差异	分歧
友爱	和悦
拆除	废除
拆除	撤除
拆穿	戳穿
拆穿	揭破
拆档	散场
拆伙	散伙
拆开	间断
拆散	分离
拆台	捣乱
拆卸	破损
拆卸	摧毁
拆卸	毁坏
拆字	测字
柴炭	木炭
豺狼	虎豹
掺和	搀和
掺假	搀假
掺杂	搀杂
搀扶	扶持
搀合	搀和
搀和	搀杂
搀假	掺假
搀杂	夹杂
搀杂	混杂
搀杂	混淆
搀杂	掺杂
搀杂	搀和
谗谄	诬害
谗谄	谋害
谗言	诽语
友爱	友好
友爱	友善
馋嘴	贪嘴
孱羸	羸弱
孱羸	消瘦
孱羸	瘦削
孱弱	羸弱
孱弱	孱羸
缠累	牵累
缠绵	绸缪
缠绕	纠葛
缠绕	胶葛
缠绕	环抱
缠足	裹足
蝉联	连任
友邦	盟国
产品	产物
产生	孕育
产生	发作
产生	出世
产生	发生
产生	爆发
产物	产品
产业	财产
产业	家当
产业	资产
谄媚	奉承
谄谀	巴结
谄谀	谀媚
谄谀	谄媚
铲除	根除
铲除	废除
铲除	解除
阐发	分解
阐发	进展
阐发	论说
阐明	说明
阐明	阐述
阐述	论述
阐扬	阐发
阐扬	表现
忏悔	颓败
忏悔	懊悔
忏悔	悔恨
忏悔	后悔
颤动	振动
颤动	震动
颤动	颤抖
颤抖	颤动
颤抖	哆嗦
颤抖	震动
颤栗	颤动
颤栗	战抖
颤栗	战栗
颤栗	震颤
颤栗	寒战
羼杂	同化
羼杂	搀和
昌大	广大
昌大	恢弘
昌隆	隆盛
昌隆	昌盛
昌隆	繁盛
昌盛	振作
昌盛	兴盛
猖獗	猖狂
猖狂	疯狂
猖狂	猖獗
猖狂	放肆
娼寮	妓院
友好	和好
友好	交情
友好	和睦
尝试	试验
友军	盟军
友情	友爱
常常	往往
常服	便服
常见	罕见
友情	友谊
友情	情谊
常例	常规
常例	向例
常例	旧例
常例	惯例
常年	全年
常年	终年
常人	凡人
常日	平常
常识	知识
常识	学问
常用	经常使用
偿还	归还
徜徉	俳徊
徜徉	倘佯
场地	场合
场合	时势
场合	场所
场面	场合
场面	局面
场面	地步
场所	位置
场所	场面
场所	场地
场所	局面
敞后	明朗
敞后	开朗
敞后	开阔
敞开	打开
怅恨	怨恨
怅恨	悔恨
怅然	怅惘
怅然	惘然
怅惘	迷惘
怅惘	惘然
畅达	流利
畅怀	畅意
畅怀	开怀
畅快	痛快
友人	恩人
畅谈	泛论
畅通	流畅
畅通	贯通
畅旺	兴盛
畅想	憧憬
畅想	怀念
畅销	热销
畅销	抢手
畅意	开怀
畅饮	痛饮
倡导	提倡
倡导	倡议
倡导	建议
倡寮	妓院
倡始	倡导
倡始	首倡
倡议	呼吁
倡议	建议
倡议	发起
唱本	曲稿
唱工	唱功
唱工	做工
唱功	唱工
抄录	抄写
抄掠	搜劫
抄袭	剽窃
抄写	誊写
钞缮	重写
钞缮	书写
钞写	誊写
友人	火伴
绰号	外号
友人	诤友
友善	友好
友善	和睦
超常	超凡
超出	赶过
超出	超越
超等	超级
超额	逾额
超凡	超常
友善	辑睦
超过	胜过
超过	超越
超过	逾越
超级	超等
友谊	亲善
超群	轶群
友谊	情义
友谊	恩爱
友谊	友爱
超人	神人
超脱	飘逸
超脱	洒脱
超逸	飘逸
超逸	洒脱
超越	超出
超越	领先
超越	当先
超卓	出色
超卓	卓越
有关	相关
有害	无益
有劲	卖力
有劲	刻意
有利	有益
有名	驰名
有名	着名
有名	出名
有年	丰年
朝晨	清晨
朝晨	早上
朝晖	朝日
朝晖	晨曦
朝气	愤怒
朝气	发怒
朝气	发火
朝气	生气
有情	厚情
有情	多情
有顷	一会儿
有顷	片刻
朝日	朝阳
朝日	旭日
有趣	乐趣
有趣	风趣
有缺	出缺
有如	犹如
朝上	向上
有时	偶尔
朝夕	旦夕
朝霞	早霞
朝阳	向阳
嘲讽	讥刺
嘲讽	嘲笑
嘲讽	讥笑
嘲弄	玩弄
嘲弄	取笑
嘲弄	奚落
嘲弄	调侃
嘲弄	奚弄
嘲笑	讪笑
嘲笑	捉弄
嘲谑	玩弄
嘲谑	作弄
潮流	潮水
潮湿	湿润
潮水	潮流
吵架	决裂
吵闹	喧闹
吵闹	争吵
吵闹	争持
吵闹	喧嚣
吵嚷	喧嚷
吵嚷	叫嚣
吵杂	纷扰
吵杂	烦扰
吵嘴	是非
吵嘴	口舌
吵嘴	口角
有时	有意
车费	车资
有数	落选
有数	珍稀
有数	罕见
有望	希望
有味	隽永
车厢	车箱
车箱	车厢
有无	有没有
有效	灵验
车资	车费
有心	蓄意
扯谎	说谎
扯谎	撒谎
扯开	撕开
扯破	撕裂
扯谈	胡诌
彻底	具备
彻底	完全
彻骨	透骨
有心	蓄谋
有心	蓄志
有意	成心
有意	蓄意
彻夜	通宵
撤兵	撤军
撤除	捣毁
撤除	撤消
撤除	铲除
撤除	取消
撤除	撤退
撤防	设防
撤废	撤销
撤废	废除
撤废	作废
撤回	撤退
撤军	撤兵
撤军	退兵
撤离	撤消
撤离	撤退
撤退	沦亡
撤退	失守
撤退	胆怯
撤退	撤消
撤消	取消
撤消	退却
撤消	退让
撤消	打消
撤消	撤销
撤销	取销
撤销	除掉
撤销	作废
撤销	废除
撤销	撤消
撤职	罢免
撤职	罢黜
撤职	免职
澈底	透澈
澈骨	刺骨
嗔怪	责骂
嗔怪	责怪
瞋目	怒目
尘埃	灰尘
尘凡	尘世
尘凡	凡尘
尘寰	尘世
尘寰	红尘
尘寰	尘间
尘间	尘世
尘间	尘凡
尘间	阳间
尘土	尘埃
有意	故意
沉淀	积淀
沉积	堆积
沉寂	宁静
沉寂	沉默
沉寂	寂静
沉浸	沉醉
沉静	寂寥
沉静	沉寂
沉静	宁静
沉静	默默
沉静	默然
沉痾	宿疾
沉沦	沉醉
沉沦	陶醉
沉沦	沉溺
沉没	淹没
沉没	埋没
沉没	泯没
沉没	隐秘
沉没	占据
沉闷	烦闷
沉迷	沉浸
沉迷	沉溺
沉湎	沉沦
沉默	冷静
沉默	静默
沉默	缄默
有意	有心
有用	有效
有余	足够
沉溺	沉默
沉溺	入迷
沉睡	甜睡
沉睡	酣睡
沉思	寻思
沉思	深思
沉痛	不快
沉痛	悲哀
沉稳	镇定
沉稳	矜重
有余	多余
沉着	冷静
沉着	稳重
沉着	镇静
沉滞	晦涩
沉重	寂静
莠民	败类
黝黑	漆黑
黝黑	墨黑
陈腐	迂腐
陈腐	陈旧
陈腐	腐败
陈腐	腐蚀
陈腐	腐朽
陈规	成规
陈规	陋习
陈迹	遗迹
陈旧	陈腐
又及	再启
又名	一名
又名	别名
陈列	列举
陈列	排列
陈列	罗列
陈列	摆设
右边	右侧
右侧	右边
陈设	陈列
陈设	安插
陈设	安排
陈述	陈说
陈述	报告
陈说	讲述
陈说	叙述
陈说	述说
陈诉	申诉
陈诉	申报
晨安	早安
晨风	晓风
晨光	晨曦
晨夕	日夕
晨夕	朝夕
晨曦	晨光
晨曦	朝日
衬托	陪衬
衬托	烘托
衬着	烘托
衬着	衬托
趁便	乘隙
趁便	顺便
趁便	趁机
幼苗	嫩芽
幼苗	新苗
幼弱	弱小
幼弱	纤弱
幼童	小童
幼芽	新苗
趁机	顺便
幼芽	幼苗
趁势	顺势
趁心	称心
趁早	赶早
称道	称扬
称道	奖赏
称道	赞美
幼稚	童稚
称号	称谓
称号	称呼
称呼	称谓
称呼	称号
称疾	托病
称身	合身
称说	名称
称颂	称誉
称颂	称赞
称颂	赞颂
幼子	季子
称谓	名称
称谢	致谢
称谢	申谢
称谢	道谢
称心	高兴
称心	满意
称心	趁心
柚子	文旦
宥免	赦免
宥恕	原宥
称许	赞许
称许	称誉
称扬	颂赞
称扬	赞美
称誉	歌颂
称誉	赞美
称誉	称赞
称誉	奖励
称誉	夸奖
称愿	如愿
称赞	称颂
称赞	表扬
称赞	赞美
称赞	褒扬
称职	守法
宥恕	包容
撑持	维持
撑持	支撑
诱导	向导
诱导	开辟
成本	本钱
成仇	交恶
成仇	反目
成仇	树敌
成分	成份
成分	因素
成份	成分
成功	胜利
成规	陈规
